ФИО;Группа;Период;Должность;Площадка;КЦ_Другое_отсутсвие;Запланированное время;Ready;Больничный;Adherence
Терентьев Тимофей Дмитриевич;Группа 35;9/1/22;Специалист по удаленному голосовому обслуживанию;УГ;0;154;125;0;0,57
Блохин Дмитрий Ильич;Группа 33;9/1/22;Специалист по обслуживанию ключевых клиентов;Чита;0;84;75,6;0;0,59
Галкин Кирилл Александрович;Группа 32;9/1/22;Младший специалист;Чита;33;163;80;50;0,94
Белозёров Тихон Викторович;Группа 36;9/1/22;Специалист по удаленному голосовому обслуживанию;УГ;0;176;99;0;0,89
Субботин Данакт Эдуардович;Группа 39;9/1/22;Специалист по удаленному голосовому обслуживанию;УГ;0;91;12;0;0,63
Орлов Исидор Павлович;Группа 23;9/1/22;Специалист;Пенза;50;149;99;0;0,88
Селезнёв Изот Константинович;Группа 11;9/1/22;Младший специалист;Брянск;0;161;144;17;0,67
Поляков Вячеслав Олегович;Группа 17;9/1/22;Младший специалист;Пенза;0;172;160;12;0,81
Андреев Леонид Андреевич;Группа 13;9/1/22;Младший специалист;Ростов;52;96;44;0;0,55
Морозов Куприян Исаакович;Группа 15;9/1/22;Младший специалист;Ростов;0;85;76,5;0;0,92
Пестов Владлен Максимович;Группа 4;9/1/22;Специалист;Вологда;0;66;52;0;0,77
Денисов Назар Алексеевич;Группа 18;9/1/22;Специалист по обслуживанию ключевых клиентов;Пенза;0;136;27;0;0,69
Петухов Кирилл Алексеевич;Группа 37;9/1/22;Специалист по удаленному голосовому обслуживанию;УГ;0;47;42,3;0;0,60
Жданов Христофор Валентинович;Группа 13;9/1/22;Специалист по обслуживанию ключевых клиентов;Ростов;0;58;52,2;0;0,68
Мельников Глеб Тимофеевич;Группа 37;9/1/22;Специалист по удаленному голосовому обслуживанию;УГ;0;89;80,1;0;0,91
Борисов Пётр Яковлевич;Группа 28;9/1/22;Специалист;Кемерово;0;107;96,3;0;0,59
Попов Капитон Романович;Группа 31;9/1/22;Специалист;Чита;0;175;65;0;0,53
Тихонов Михаил Анатольевич;Группа 5;9/1/22;Специалист по обслуживанию ключевых клиентов;Вологда;0;167;165;0;0,72
Зимин Платон Анатольевич;Группа 24;9/1/22;Младший специалист;Кемерово;0;55;49,5;0;0,99
Иванов Федосей Андреевич;Группа 31;9/1/22;Специалист по обслуживанию ключевых клиентов;Чита;67;166;99;0;0,69
Родионов Лаврентий Валентинович;Группа 24;9/1/22;Младший специалист;Кемерово;0;170;27;0;0,89
Алексеев Тимур Александрович;Группа 22;9/1/22;Специалист;Пенза;0;42;37,8;0;0,83
Родионов Всеволод Аркадьевич;Группа 23;9/1/22;Младший специалист;Пенза;0;122;62;60;0,67
Калашников Зиновий Богданович;Группа 17;9/1/22;Специалист;Пенза;0;95;86;0;0,81
Кабанов Кузьма Аркадьевич;Группа 31;9/1/22;Специалист по обслуживанию ключевых клиентов;Чита;0;186;54;52;0,74
Фёдоров Иван Иванович;Группа 4;9/1/22;Специалист;Вологда;0;82;70;12;0,82
Логинов Даниил Богданович;Группа 21;9/1/22;Специалист;Пенза;0;76;68,4;0;0,57
Котов Онуфрий Владимирович;Группа 37;9/1/22;Специалист по удаленному голосовому обслуживанию;УГ;0;65;63;0;0,70
Попов Альберт Леонидович;Группа 27;9/1/22;Специалист;Кемерово;0;116;88;0;0,98
Васильев Лука Кириллович;Группа 34;9/1/22;Младший специалист;Чита;0;61;56;0;0,92
Фокин Игнатий Платонович;Группа 35;9/1/22;Специалист по удаленному голосовому обслуживанию;УГ;67;133;66;0;0,74
Власов Филимон Станиславович;Группа 24;9/1/22;Младший специалист;Кемерово;0;147;144;0;0,91
Фокин Мамонт Николаевич;Группа 11;9/1/22;Младший специалист;Брянск;0;187;81;0;0,51
Веселов Ефим Феликсович;Группа 37;9/1/22;Специалист по удаленному голосовому обслуживанию;УГ;0;33;29,7;0;0,68
Якушев Максим Олегович;Группа 25;9/1/22;Младший специалист;Кемерово;0;44;39,6;0;0,63
Колобов Софрон Феликсович;Группа 18;9/1/22;Специалист по обслуживанию ключевых клиентов;Пенза;0;155;110;45;0,65
Королёв Галактион Исаакович;Группа 24;9/1/22;Специалист;Кемерово;0;81;72,9;0;0,96
Самсонов Кондрат Егорович;Группа 38;9/1/22;Специалист по удаленному голосовому обслуживанию;УГ;0;94;28;41;0,69
Мишин Конон Богданович;Группа 35;9/1/22;Специалист по удаленному голосовому обслуживанию;УГ;0;84;41;43;0,98
Игнатьев Онуфрий Тарасович;Группа 2;9/1/22;Специалист по обслуживанию ключевых клиентов;Вологда;0;76;68,4;0;0,94
Беляков Святослав Эдуардович;Группа 22;9/1/22;Специалист;Пенза;0;163;51;0;0,62
Чернов Капитон Артемович;Группа 25;9/1/22;Специалист по обслуживанию ключевых клиентов;Кемерово;38;171;133;0;0,83
Семёнов Глеб Григорьевич;Группа 39;9/1/22;Специалист по удаленному голосовому обслуживанию;УГ;0;133;119,7;0;0,74
